timestamp,tweet_text,username,all_hashtags,followers_count
2019-02-27 02:16:29,@vogul1960 Sir shame on u if u dont know that how it works our indian soldiers just planned full night in 14 days. this isn't an excuse sir #shame #hindustanzindabad #SurgicalStrike2 #HowsTheJaish #IndiaStrikesAgain #IndianArmedForces #IndianArmy,prathamalikk,"[u'shame', u'hindustanzindabad', u'SurgicalStrike2', u'HowsTheJaish', u'IndiaStrikesAgain', u'IndianArmedForces', u'IndianArmy']",9
2019-02-27 02:08:59,#HowsTheJaish  Dead and Six Feet Under!!   ~ Indian forces. https://t.co/GQdMv2DXCp,RajeshKelkar,[u'HowsTheJaish'],764
2019-02-27 01:58:51,@BDUTT @sardesairajdeep @sagarikaghose @ndtv @ndtvindia  It's nearly 24 hours since this Tweet by @krithikasivasw   How about running a daylong #Update series on d subject? @ImranKhanPTI  #TerroristNationPakistan #HowsTheJaish #PulwamaAttack #AirSurgicalStrikes #chowkidaarchorhai https://t.co/GsdoJlkmrO,JoshiCMA,"[u'Update', u'TerroristNationPakistan', u'HowsTheJaish', u'PulwamaAttack', u'AirSurgicalStrikes', u'chowkidaarchorhai']",902
2019-02-27 01:47:24,@aiyer_meera @ShekharGupta @RuhiTewari They will match this cheapness with even more cheapness next time around. #HowsTheJaish extremely low for media in India but working for Janpath n Pak.#HowsTheJosh #howsthejosh,DeshNM,"[u'HowsTheJaish', u'HowsTheJosh', u'howsthejosh']",592
2019-02-27 01:32:56,"Of course we are. .. But now this is new India... Motherland of Bhagat Singh, Chandrashekhar Aazad, Subhash Chandra Bose, Tilak. #HowsTheJaish https://t.co/GGowfSvoUO",imtheavi,[u'HowsTheJaish'],7167
2019-02-27 01:27:05,BREAKING: 60+ INDIAN POSTIONS HIT 🔥🇵🇰🔥#PakistanZindabad #PakistanTayarHai #PakistanArmy #HowsTheJaish #Hows_the_josh_high_sir #hows_the_josh #PakistanStrikesBack #UnitedWeStrike https://t.co/LuUrgBw5Cc,Saifull01968317,"[u'PakistanZindabad', u'PakistanTayarHai', u'PakistanArmy', u'HowsTheJaish', u'Hows_the_josh_high_sir', u'hows_the_josh', u'PakistanStrikesBack', u'UnitedWeStrike']",12
2019-02-27 01:22:07,"PAK will b forced2respond. My guess is they will do it by TERROR attacks within India. All intelligence, govt depts &amp; public depts should b ever VIGILANT,all over India. #India #DeshVirodhiGang #ModiFor2019 #HowsTheJaish #IndiaStrikesBack #IndiaStrikesPakistan @TeamNamoBrigade",samskarebyaha,"[u'India', u'DeshVirodhiGang', u'ModiFor2019', u'HowsTheJaish', u'IndiaStrikesBack', u'IndiaStrikesPakistan']",922
2019-02-27 00:45:18,"There is nothing uglier than innocent soldiers dying. Atleast we killed terrorists, not men on the borders with families. Be thankful, we only did you some good😏 #hindustanzindabaad #IndiaStrikesBack #JaiHind #HowsTheKhaufPakistan #howsthejosh #HowsTheJaish https://t.co/QfCy3Wy8YP",ishaakumaar,"[u'hindustanzindabaad', u'IndiaStrikesBack', u'JaiHind', u'HowsTheKhaufPakistan', u'howsthejosh', u'HowsTheJaish']",953
2019-02-27 00:24:42,You were sleeping tight starting this fight.  By questioning India's might  But then IAF came through the heights  To beat your ass blue and white.  Jaihind 🙏 #HowsTheKhaufPakistan #IndiaStrikesAgain #IndianStrikesBack #BharatMataKiJai #HowsTheJaish #IAF https://t.co/98FAbtf0o1,shubham_20G,"[u'HowsTheKhaufPakistan', u'IndiaStrikesAgain', u'IndianStrikesBack', u'BharatMataKiJai', u'HowsTheJaish', u'IAF']",6
2019-02-27 00:17:54,#IndiaStrikePakistan @republic  @ArnabGoswamiRtv @NmPandey @skjawla80 @Sjp1007 @RssKanishk @Radhika980 @Atheist_Krishna  @SaundiD @VivekmMisra @VeerLotus @A_K47___ @Shriyaggupta @_KomalSinha  @PPriyankac @PihuTyagi_  #HowsTheJaish  Destroyed Sir #howsthejosh Miraj High Sir 🇮🇳☝,Amaresh45814810,"[u'IndiaStrikePakistan', u'HowsTheJaish', u'howsthejosh']",3091
2019-02-26 23:32:23,Very happy Miraj 2000 Morning 🕉🇮🇳👍 #HowsTheJaish #howsthejosh Nationalists  @narendramodi @nsitharaman @NsadovalAjit @IAF_MCC @hrisjoshi @vyas_falgun @MehtaG_ @JagguDada @shrialokmishra @poonam_didi @atulbegwani5454 @RajivRanjanRa16 @Niteeshkarn @Divyamshu_2010 @MrsMeenaKumari https://t.co/N2kJGPYLpE,Amaresh45814810,"[u'HowsTheJaish', u'howsthejosh']",3091
2019-02-26 23:01:01,@MrsMeenaKumari @JhaRoji @Mohamma20611294 @DiwanHitendra @AmitSinghdel @snanda54 @Shahidjalal18 @NiranjanTripa16 @Sudarsh63169707 @Akpattnaik25 @Braju33 @AhmedSaudager @Shadeedahmadkh4 @Sunita_Roa @sapnajoshi122 @sran_vijay Wishing you all a very Happy Miraj 2000 Morning 🕉🕉🇮🇳🇮🇳🙏  Surgical Strike 2. #howsthejosh  #HowsTheJaish  @narendramodi @nsitharaman @NsadovalAjit @IAF_MCC @skjawla80 @RssKanishk @RajivRanjanRa16 @munna_jha  @Divyamshu_2010 @JagguDada  @SharmaKhemchand @VedTiwari  @SahHarikesh,Amaresh45814810,"[u'howsthejosh', u'HowsTheJaish']",3091
2019-02-26 22:18:04,@majorgauravarya @Nations_Choice #HowsTheJaish....Bombed &amp; Buried Sir!,basuhan9,[u'HowsTheJaish'],1006
2019-02-26 22:06:03,#howsthejosh :- high sir #JaiHind  #HowsTheJaish :- dead sir  This the evidence what Pakistan want to know.. dead bodies of terrorist #atankistan.. feeling proud to @IAF_MCC and @narendramodi #IndianAirForce #indiaStrikesBack #SurgicalStrikes2 https://t.co/dscysC8Xzu,jana_riday,"[u'howsthejosh', u'JaiHind', u'HowsTheJaish', u'atankistan', u'IndianAirForce', u'indiaStrikesBack', u'SurgicalStrikes2']",1
2019-02-26 22:03:44,#HowsTheJaish is partially dead #IndiaStrikesBack  want Jaish leader to be dead @narendramodi sir do not stop here after #surgicalstrike2 we need 3rd one very soon Jai Hind #IndianAirForce Bharat mata ki Jai #IndiaStrikesPakistan,Manu_Kapil,"[u'HowsTheJaish', u'IndiaStrikesBack', u'surgicalstrike2', u'IndianAirForce', u'IndiaStrikesPakistan']",62
2019-02-26 22:01:01,#HowsTheJaish blasted sir,PrashantIyer15,[u'HowsTheJaish'],2
2019-02-26 21:59:40,How’s the josh: High sir! How’s the Jaish: Dead sir! Jai Hind 🇮🇳#howsthejosh #HowsTheJaish,carpediem151617,"[u'howsthejosh', u'HowsTheJaish']",0
