timestamp,tweet_text,username,all_hashtags,followers_count
2019-02-28 09:00:06,Ban #Wahhabism in #India Campaign at Jasola Apllol #NewDelhi  https://t.co/IapEpA7SOR This video was made 2 years ago #ISIS #Taliban #AlQaeda #BokoHaram #AlShabab #JaisheMohammad #JaishEMohammed #NarendraModi #PulwamaTerroristAttack #PulwamaRevenge #PulwanaAttack #Pulwama,shehroze_01,"[u'Wahhabism', u'India', u'NewDelhi', u'ISIS', u'Taliban', u'AlQaeda', u'BokoHaram', u'AlShabab', u'JaisheMohammad', u'JaishEMohammed', u'NarendraModi', u'PulwamaTerroristAttack', u'PulwamaRevenge', u'PulwanaAttack', u'Pulwama']",71
2019-02-28 09:00:04,Targeted #ISIS accounts https://t.co/z2RJgNDlDZ 🇦🇫 https://t.co/DMEI4PvUeV https://t.co/PMVHGqDgl6 #targets #iceisis #opiceisis,CtrlSec,"[u'ISIS', u'targets', u'iceisis', u'opiceisis']",25856
2019-02-28 08:56:06,Targeted #ISIS accounts https://t.co/foJQJCy98y https://t.co/RBBqAiAJMn https://t.co/spYDew4B8d #targets #iceisis #opiceisis,CtrlSec,"[u'ISIS', u'targets', u'iceisis', u'opiceisis']",25856
2019-02-28 08:55:57,"@GhostSquadHack release contents from internal operation known as #OpDecryptISIS, exposing +1gb of compressed data related to ISIS members, recruiters &amp; sympathizers online. #ISIS #Intelligence https://t.co/sKnlfQmwZC",Cybintelligence,"[u'OpDecryptISIS', u'ISIS', u'Intelligence']",515
2019-02-28 08:55:05,#Islam; #ShamimaBegum #ISIS  #IS #lslamophobia and Virtue Signalling a Modern Parable https://t.co/0UrZg1vYSY,PeterTownsend7,"[u'Islam', u'ShamimaBegum', u'ISIS', u'IS', u'lslamophobia']",104217
2019-02-28 08:54:45,"Can anyone verify this?  According to reports by #Syrian state news agency #SANA, #US forces struck a deal with #ISIS whereby the #Terrorist group would give up 50 tons of #GOLD across eastern #Syria’s #DeirelZour province in exchange for safe passage  https://t.co/koIQHhtVBg",CMAGracias,"[u'Syrian', u'SANA', u'US', u'ISIS', u'Terrorist', u'GOLD', u'Syria', u'DeirelZour']",1839
2019-02-28 08:54:00,Ban #Wahhabism in #India Campaign at Jasola Apllol #NewDelhi  https://t.co/f9fvnzkgNT This video was made 2 years ago #ISIS #Taliban #AlQaeda #BokoHaram #AlShabab #JaisheMohammad #JaishEMohammed #NarendraModi #PulwamaTerroristAttack #PulwamaRevenge #PulwanaAttack #Pulwama,therealrafaqat,"[u'Wahhabism', u'India', u'NewDelhi', u'ISIS', u'Taliban', u'AlQaeda', u'BokoHaram', u'AlShabab', u'JaisheMohammad', u'JaishEMohammed', u'NarendraModi', u'PulwamaTerroristAttack', u'PulwamaRevenge', u'PulwanaAttack', u'Pulwama']",3437
2019-02-28 08:53:29,GRAPHIC: Mass grave was found by #SDF in #Baghouz. Civilians mostly women are slaughtered by #ISIS. It’s clear that they were slaughtered not long ago.  (via @@RE_N_AS) https://t.co/aAKErlq8Od,smmsyria,"[u'SDF', u'Baghouz', u'ISIS']",5754
2019-02-28 08:51:59,#Iraq #ISIS #US Supporting development in Iraq is critical to prevent re-emergence of ISIS or a new ISIS in the region. https://t.co/BfKJUPjmvF,ArbogastJim,"[u'Iraq', u'ISIS', u'US']",17
2019-02-28 08:48:03,Targeted #ISIS accounts https://t.co/HgKIt4xkHX 🇦🇫 https://t.co/OJu5yUc02G 🇦🇫 https://t.co/nodT4ZhGEg #targets #iceisis #opiceisis,CtrlSec,"[u'ISIS', u'targets', u'iceisis', u'opiceisis']",25856
2019-02-28 08:46:14,"Good that some #Yezidi women and #Children are fleeing/being rescued from #ISIS captivity, but 1000s others who were similarly abducted in 2014 remain missing. NOW is the time for the international community to do all that it has failed to do for the past 4 ½ years - #Syria #Iraq https://t.co/Xzf1jEIF0D",DRovera,"[u'Yezidi', u'Children', u'ISIS', u'Syria', u'Iraq']",18222
2019-02-28 08:45:10,"#Islam; #ShamimaBegum #ISIS  #IS Muhammad, 'Prophethood' and his Aorta https://t.co/GD5j2bBM5O",PeterTownsend7,"[u'Islam', u'ShamimaBegum', u'ISIS', u'IS']",104217
2019-02-28 08:44:09,"With #ISIS caliphate collapses, women of Deir Ez-Zor #Syria already coming together and preparing for 8 March women's day. Banner reads; ""Women's resistance leads to prosperous life and combats terrorism"". https://t.co/1EwUHVTP1s",ShinoCan2,"[u'ISIS', u'Syria']",150
2019-02-28 08:40:04,Targeted #ISIS accounts https://t.co/dIk6FrXmFM 🏃 🇦🇫 https://t.co/Fl3nNms2RO https://t.co/noYLCW8Q5o #targets #iceisis #opiceisis,CtrlSec,"[u'ISIS', u'targets', u'iceisis', u'opiceisis']",25856
2019-02-28 08:38:07,Three Ezidi children rescued from ISIS enclave in Syria: official   https://t.co/OCcFHhS1vo #NRTnews #Ezidi #Yezidi #Yazidi #Syria #ISIS #TwitterKurds https://t.co/0SlFsEe71O,NRT_English,"[u'NRTnews', u'Ezidi', u'Yezidi', u'Yazidi', u'Syria', u'ISIS', u'TwitterKurds']",31690
2019-02-28 08:36:53,"#HTS busted #ISIS inside the western part of #Idlib CS. HTS operation reportedly targeted ISIS hideout that was located inside the town of #Darkoush. As a result, HTS killed at least 2 ISIS members, while also capturing two others. That's what we like: terrorists kill terrorists",smmsyria,"[u'HTS', u'ISIS', u'Idlib', u'Darkoush']",5754
2019-02-28 08:32:02,Targeted #ISIS accounts https://t.co/t2G5PkOlMX https://t.co/2naSM6kgQP 🇦🇫 https://t.co/0axULvr9mQ 🇦🇫 #targets #iceisis #opiceisis,CtrlSec,"[u'ISIS', u'targets', u'iceisis', u'opiceisis']",25856
2019-02-28 08:30:42,@coalition Jets Pound #IS Hideouts around #Kirkuk - #BasNews #Kurdistan #Iraq #ISIS #ISIL  https://t.co/j2hqRTmm0U https://t.co/DgWR7Pg1vJ,EnglishBasNews,"[u'IS', u'Kirkuk', u'BasNews', u'Kurdistan', u'Iraq', u'ISIS', u'ISIL']",13323
2019-02-28 08:30:20,"#Islam; #ShamimaBegum #ISIS  #IS PC ""Logic"" on Islam https://t.co/HEwdxBoIeS",PeterTownsend7,"[u'Islam', u'ShamimaBegum', u'ISIS', u'IS']",104217
2019-02-28 08:30:04,"#Islam #ISIS #Pakistan #Muslims 7th century ""religion"" @rodbishop15 @crazyparklady1 @heidiEC5 @suekeen1 @walshr108 @2tweetaboutit @jayme0509 @LolitaDickinson https://t.co/rdMouoFYpw",C_W_UK,"[u'Islam', u'ISIS', u'Pakistan', u'Muslims']",2128
